,name,url,wins,losses,draws,height,weight,division,reach,stance,dob,SLpM,StrAcc,SApM,StrDef,TDAvg,TDAcc,TDDef,SubAvg
688,David Gardner,http://www.fightmetric.com/fighter-details/70167689d6a01793,18,19,0,"5' 11""",155 lbs.,Lightweight,--,Orthodox,"May 17, 1977",0.17,100%,0.34,0%,0.00,0%,66%,0.0
689,Rulon Gardner,http://www.fightmetric.com/fighter-details/4f7e290e71d60f87,1,0,0,"6' 3""",265 lbs.,Heavyweight,--,Orthodox,"Aug 16, 1971",2.05,25%,1.45,60%,0.75,100%,100%,0.0
690,Pablo Garza,http://www.fightmetric.com/fighter-details/8e5bfd4e82352340,13,4,0,"6' 1""",145 lbs.,Featherweight,"73""",Orthodox,"Sep 16, 1983",3.37,44%,2.70,50%,0.94,25%,15%,1.3
691,Azamat Gashimov,http://www.fightmetric.com/fighter-details/a1b0715c4fd2dbd3,10,3,0,"5' 6""",125 lbs.,Flyweight,"66""",Orthodox,"Apr 07, 1990",1.24,21%,4.75,53%,1.69,25%,0%,0.0
692,Brian Gassaway,http://www.fightmetric.com/fighter-details/e4770d5ed44a3970,29,20,2,"6' 1""",170 lbs.,Welterweight,--,Orthodox,"Aug 07, 1972",0.34,26%,3.65,44%,0.00,0%,42%,0.0
693,Kelvin Gastelum,http://www.fightmetric.com/fighter-details/8c0580d4fff106c1,11,0,0,"5' 9""",170 lbs.,Welterweight,"71""",Southpaw,"Oct 24, 1991",3.58,42%,2.72,65%,1.72,50%,54%,0.6
694,Willie Gates,http://www.fightmetric.com/fighter-details/6ded9184b2284645,11,5,0,"5' 10""",125 lbs.,Flyweight,"72""",Orthodox,"Jan 21, 1987",1.56,29%,3.97,41%,0.00,0%,75%,1.1
695,Louis Gaudinot,http://www.fightmetric.com/fighter-details/b72a60a0cadff408,6,3,0,"5' 3""",125 lbs.,Flyweight,"63""",Orthodox,"Aug 28, 1984",2.65,41%,7.80,46%,0.79,50%,28%,0.8
696,Charlene Gellner,http://www.fightmetric.com/fighter-details/effd0b70e6749ab2,0,2,0,"5' 2""",125 lbs.,Flyweight,--,,--,2.01,42%,3.24,43%,0.00,0%,0%,1.7
697,Chad George,http://www.fightmetric.com/fighter-details/14e797332ea32cdb,12,6,0,"5' 6""",135 lbs.,Bantamweight,"68""",Southpaw,"Apr 30, 1982",1.28,48%,1.18,66%,2.95,42%,0%,1.0
698,Paul Georgieff,http://www.fightmetric.com/fighter-details/2f1700b3a4a09bc7,6,2,0,"6' 2""",170 lbs.,Welterweight,--,Orthodox,"Sep 22, 1982",2.55,40%,2.34,35%,0.00,0%,0%,0.0
699,Brian Geraghty,http://www.fightmetric.com/fighter-details/15edcf67ccf5be84,24,17,1,"5' 7""",155 lbs.,Lightweight,--,Orthodox,"Nov 04, 1980",0.47,25%,9.77,36%,0.00,0%,50%,0.0
700,Derek Getzel,http://www.fightmetric.com/fighter-details/42883268854b78be,3,2,0,"6' 0""",155 lbs.,Lightweight,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
701,Darrel Gholar,http://www.fightmetric.com/fighter-details/a24e080000fa7a35,5,6,0,"5' 8""",194 lbs.,Light Heavyweight,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
702,Tiki Ghosn,http://www.fightmetric.com/fighter-details/cb6783c39c01d896,10,7,1,"5' 10""",170 lbs.,Welterweight,--,Orthodox,"Feb 09, 1977",2.78,46%,2.94,58%,0.41,50%,61%,0.0
703,Christos Giagos,http://www.fightmetric.com/fighter-details/de45aaae23dfa392,10,3,0,"5' 10""",155 lbs.,Lightweight,"71""",Orthodox,"Jan 23, 1990",0.81,30%,1.41,46%,0.00,0%,0%,0.0
704,Nick Gibbons,http://www.fightmetric.com/fighter-details/96a221341035b701,2,1,0,"5' 10""",155 lbs.,Lightweight,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
705,James Giboo,http://www.fightmetric.com/fighter-details/f74e037b97917027,13,5,0,"5' 11""",170 lbs.,Welterweight,--,Orthodox,"Jan 06, 1978",1.20,27%,7.08,39%,0.00,0%,0%,0.0
706,Cody Gibson,http://www.fightmetric.com/fighter-details/700a674c042b7a96,12,5,0,"5' 10""",135 lbs.,Bantamweight,"71""",Orthodox,"Sep 11, 1987",2.74,39%,2.50,57%,2.93,62%,54%,0.6
707,Lance Gibson,http://www.fightmetric.com/fighter-details/63eedfcc73071d41,4,5,0,"5' 9""",185 lbs.,Middleweight,--,Orthodox,"Nov 20, 1970",1.21,75%,6.44,20%,0.00,0%,0%,0.0
708,Lee Gibson,http://www.fightmetric.com/fighter-details/69db199087a1a792,12,3,0,"5' 7""",155 lbs.,Lightweight,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
709,Kenny Giddens,http://www.fightmetric.com/fighter-details/db8b800176d26f6e,12,7,0,"5' 11""",155 lbs.,Lightweight,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
710,Joey Gilbert,http://www.fightmetric.com/fighter-details/6bb1d2b714d4b3bc,2,3,0,"5' 11""",155 lbs.,Lightweight,--,Orthodox,"Jun 05, 1976",0.61,42%,4.44,31%,0.00,0%,0%,0.0
711,Kultar Gill,http://www.fightmetric.com/fighter-details/42c96a9c4802e2e1,10,8,0,"6' 0""",154 lbs.,Lightweight,--,Orthodox,"Mar 24, 1979",1.14,50%,0.40,41%,1.71,66%,38%,0.0
712,Jesse Gillespie,http://www.fightmetric.com/fighter-details/160b931119c1bf91,3,2,0,--,185 lbs.,Middleweight,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
713,Jason Gilliam,http://www.fightmetric.com/fighter-details/91720876db0ee468,14,5,0,"6' 0""",170 lbs.,Welterweight,--,Orthodox,--,0.79,33%,3.14,42%,0.00,0%,0%,0.0
714,Krishaun Gilmore,http://www.fightmetric.com/fighter-details/10ccdcd14c3dfcf1,0,1,0,--,--,,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
715,Bob Gilstrap,http://www.fightmetric.com/fighter-details/c96518b7f6881004,5,6,0,"6' 3""",200 lbs.,Light Heavyweight,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
716,Demetrius Gioulacos,http://www.fightmetric.com/fighter-details/a58114c6dd0add64,0,1,0,"5' 11""",185 lbs.,Middleweight,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
717,He-Man Gipson,http://www.fightmetric.com/fighter-details/3e03cec9767d37e6,1,2,0,--,--,,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
718,Mike Glenn,http://www.fightmetric.com/fighter-details/ed133185689088b3,5,6,0,--,205 lbs.,Light Heavyweight,--,,"Oct 09, 1977",0.00,0%,0.00,0%,0.00,0%,0%,0.0
719,Clint Godfrey,http://www.fightmetric.com/fighter-details/bd85ca0bb4f26cfc,12,3,0,"5' 6""",135 lbs.,Bantamweight,--,Southpaw,"Oct 21, 1982",0.56,31%,0.96,65%,0.85,25%,50%,0.0
720,Jason Godsey,http://www.fightmetric.com/fighter-details/5ca158b1cc9cb242,16,16,0,"6' 2""",230 lbs.,Heavyweight,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
721,Allan Goes,http://www.fightmetric.com/fighter-details/e62b36885ecdac27,10,5,2,"6' 0""",205 lbs.,Light Heavyweight,--,Orthodox,"Apr 20, 1971",0.64,52%,1.34,41%,1.75,40%,0%,2.6
722,Jonny Goh,http://www.fightmetric.com/fighter-details/e86af30738a5452a,3,4,0,"5' 11""",155 lbs.,Lightweight,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
723,Sergio Gomez,http://www.fightmetric.com/fighter-details/af1e5c64b8663aa0,10,3,0,"5' 6""",155 lbs.,Lightweight,--,Orthodox,"Apr 29, 1982",1.50,42%,1.16,56%,2.57,66%,31%,0.0
724,David Gomez,http://www.fightmetric.com/fighter-details/489413d3be819647,1,2,0,--,155 lbs.,Lightweight,--,,"Aug 08, 1983",0.00,0%,0.00,0%,0.00,0%,0%,0.0
725,Frank Gomez,http://www.fightmetric.com/fighter-details/a0a680fe2f6cc8e6,10,4,0,"5' 10""",135 lbs.,Bantamweight,"67""",Orthodox,"Mar 31, 1986",1.52,48%,0.79,66%,1.14,60%,70%,0.8
726,Alan Gomez,http://www.fightmetric.com/fighter-details/0a66de3a797cf73a,2,0,0,--,155 lbs.,Lightweight,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
727,Ulysses Gomez,http://www.fightmetric.com/fighter-details/1e35aa8955794580,9,4,0,"5' 6""",125 lbs.,Flyweight,"66""",Orthodox,"May 25, 1983",2.72,25%,3.57,68%,0.00,0%,0%,0.0
728,Takanori Gomi,http://www.fightmetric.com/fighter-details/3be081c29bf734d9,35,10,0,"5' 7""",155 lbs.,Lightweight,"70""",Southpaw,"Sep 22, 1978",3.91,41%,3.44,60%,1.28,65%,66%,0.8
729,Akihiro Gono,http://www.fightmetric.com/fighter-details/b2acebbef8da14ea,32,16,7,"5' 7""",170 lbs.,Welterweight,"68""",Switch,"Oct 07, 1974",2.18,48%,2.67,63%,1.01,84%,46%,0.5
730,Gabriel Gonzaga,http://www.fightmetric.com/fighter-details/270b89c00ef0c55c,16,9,0,"6' 2""",242 lbs.,Heavyweight,"76""",Orthodox,"May 18, 1979",2.35,45%,3.32,57%,2.96,45%,64%,1.3
731,Nick Gonzalez,http://www.fightmetric.com/fighter-details/28d8638ea0a71908,17,9,0,"5' 6""",155 lbs.,Lightweight,--,Orthodox,"Mar 03, 1981",0.59,20%,2.35,33%,0.00,0%,50%,0.0
732,Fernando Gonzalez,http://www.fightmetric.com/fighter-details/be5aab761c40ef35,17,11,0,"5' 8""",185 lbs.,Middleweight,--,Southpaw,"Sep 15, 1983",0.89,23%,2.46,59%,0.00,0%,33%,1.3
733,Kier Gooch,http://www.fightmetric.com/fighter-details/1bda4867f1baceac,2,7,0,--,155 lbs.,Lightweight,--,,"Apr 21, 1986",0.00,0%,0.00,0%,0.00,0%,0%,0.0
734,Gary Goodridge,http://www.fightmetric.com/fighter-details/fbbde91f7bc2d3c5,23,22,1,"6' 3""",249 lbs.,Heavyweight,--,Orthodox,"Jan 17, 1966",1.84,56%,2.14,48%,0.40,100%,53%,0.8
735,Jordan Goodwin,http://www.fightmetric.com/fighter-details/7f98d9d5a10fa25c,0,0,0,--,155 lbs.,Lightweight,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
736,Gerard Gordeau,http://www.fightmetric.com/fighter-details/279093302a6f44b3,2,2,0,"6' 5""",216 lbs.,Heavyweight,--,Orthodox,"Mar 30, 1959",0.00,0%,0.00,0%,0.00,0%,0%,0.0
737,Eddie Gordon,http://www.fightmetric.com/fighter-details/8cad40a75e5c97f5,8,2,0,"6' 0""",185 lbs.,Middleweight,"76""",Orthodox,"Jul 22, 1983",3.22,52%,1.72,52%,3.22,100%,50%,0.0
738,Tim Gorman,http://www.fightmetric.com/fighter-details/c10eb2f12c489f6d,9,4,0,"5' 5""",135 lbs.,Bantamweight,"68""",Southpaw,"Apr 29, 1983",2.73,31%,5.57,46%,1.00,9%,33%,0.0
739,Chase Gormley,http://www.fightmetric.com/fighter-details/052ceb8976695342,7,4,0,"6' 3""",265 lbs.,Heavyweight,--,Orthodox,--,2.06,34%,7.63,28%,3.09,33%,0%,3.1
740,Jonathan Goulet,http://www.fightmetric.com/fighter-details/fb1538b46877a695,23,12,0,"6' 0""",170 lbs.,Welterweight,"73""",Orthodox,"Jul 13, 1979",1.61,41%,2.00,46%,4.17,70%,45%,0.6
741,Wilson Gouveia,http://www.fightmetric.com/fighter-details/af5b208e97f5d382,12,8,0,"6' 1""",185 lbs.,Middleweight,"76""",Orthodox,"Oct 03, 1978",3.02,39%,4.06,56%,0.90,66%,57%,2.3
742,Todd Gouwenberg,http://www.fightmetric.com/fighter-details/c44acf87e376c62b,9,5,0,"6' 1""",205 lbs.,Light Heavyweight,--,Orthodox,"Sep 25, 1974",0.52,23%,2.93,42%,1.57,33%,50%,0.0
743,Hugo Govea,http://www.fightmetric.com/fighter-details/2391a73686200c5d,0,1,0,--,--,,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
744,Roger Gracie,http://www.fightmetric.com/fighter-details/a6bbd3df469c6bea,6,2,0,"6' 4""",185 lbs.,Middleweight,"79""",Orthodox,"Sep 26, 1981",1.78,35%,1.79,61%,1.86,53%,60%,1.9
745,Rodrigo Gracie,http://www.fightmetric.com/fighter-details/36877f0e62b25b96,6,2,1,"6' 0""",183 lbs.,Middleweight,--,Orthodox,"Apr 11, 1975",1.34,51%,0.86,46%,1.49,50%,75%,0.4
746,Ralph Gracie,http://www.fightmetric.com/fighter-details/a9c45a8b21eabadc,6,1,0,"5' 9""",183 lbs.,Middleweight,--,Orthodox,--,0.86,37%,1.72,31%,0.00,0%,25%,4.0
747,Ralek Gracie,http://www.fightmetric.com/fighter-details/84283233ec42be5f,3,0,0,"6' 2""",210 lbs.,Heavyweight,--,Orthodox,"Oct 04, 1985",1.61,46%,1.05,55%,2.50,75%,0%,1.7
748,Ryan Gracie,http://www.fightmetric.com/fighter-details/0c3838c8f7c620c2,5,2,0,"5' 9""",200 lbs.,Light Heavyweight,--,Orthodox,"Aug 14, 1974",0.82,61%,0.50,40%,2.83,75%,25%,0.9
749,Rickson Gracie,http://www.fightmetric.com/fighter-details/194fc025f9355db6,11,0,0,"5' 10""",185 lbs.,Middleweight,--,Switch,"Nov 20, 1958",0.00,0%,0.00,0%,0.00,0%,0%,0.0
750,Daniel Gracie,http://www.fightmetric.com/fighter-details/82d6a9ae41aac3f7,5,4,1,"6' 2""",225 lbs.,Heavyweight,--,Orthodox,--,1.90,38%,1.33,59%,0.36,100%,80%,2.1
751,Rolles Gracie,http://www.fightmetric.com/fighter-details/e4a9dbade7c7e1a7,5,1,0,"6' 4""",242 lbs.,Heavyweight,--,Orthodox,"Jul 14, 1978",2.30,32%,3.38,55%,2.30,10%,0%,0.0
752,Royler Gracie,http://www.fightmetric.com/fighter-details/b807814d977682eb,5,5,1,"5' 8""",150 lbs.,Lightweight,--,Southpaw,"Dec 06, 1965",0.00,0%,0.00,0%,0.00,0%,0%,0.0
753,Renzo Gracie,http://www.fightmetric.com/fighter-details/aae0897825336b1a,14,6,1,"5' 10""",185 lbs.,Middleweight,--,Orthodox,"Mar 11, 1967",1.71,41%,1.67,55%,1.12,20%,40%,0.8
754,Cesar Gracie,http://www.fightmetric.com/fighter-details/079488710f012779,0,1,0,"5' 10""",181 lbs.,Middleweight,--,Orthodox,--,0.00,0%,17.14,50%,0.00,0%,0%,0.0
755,Crosley Gracie,http://www.fightmetric.com/fighter-details/52d92050a046bc17,2,2,0,"5' 9""",190 lbs.,Light Heavyweight,--,Orthodox,"Jul 18, 1979",1.69,37%,1.54,60%,3.46,85%,50%,0.6
756,Royce Gracie,http://www.fightmetric.com/fighter-details/429e7d3725852ce9,14,2,3,"6' 1""",175 lbs.,Middleweight,--,Southpaw,"Dec 12, 1966",0.88,41%,1.13,37%,0.00,0%,66%,0.8
757,Igor Gracie,http://www.fightmetric.com/fighter-details/722b870449243083,4,2,0,"5' 11""",170 lbs.,Welterweight,--,,"Feb 04, 1980",1.86,60%,0.99,50%,3.72,50%,0%,3.7
758,Scott Graham,http://www.fightmetric.com/fighter-details/6e4acc2c115215b5,3,1,0,"6' 4""",185 lbs.,Middleweight,--,Orthodox,--,0.91,42%,2.27,28%,0.00,0%,0%,0.0
759,Steven Graham,http://www.fightmetric.com/fighter-details/3e514f437c51ce0a,2,1,0,"6' 1""",290 lbs.,Super Heavyweight,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
760,TJ Grant,http://www.fightmetric.com/fighter-details/a26198ba5093147e,21,5,0,"5' 10""",155 lbs.,Lightweight,"72""",Orthodox,"Feb 26, 1984",3.95,54%,3.21,56%,1.63,43%,36%,0.6
761,Davey Grant,http://www.fightmetric.com/fighter-details/113df4fde64735c6,8,2,0,"5' 8""",135 lbs.,Bantamweight,"69""",,"Dec 18, 1985",2.51,40%,2.09,70%,0.00,0%,50%,0.0
762,Sam Greco,http://www.fightmetric.com/fighter-details/6d12031661db8ac8,3,1,1,"6' 2""",205 lbs.,Light Heavyweight,--,Orthodox,"May 03, 1967",2.40,75%,1.33,53%,0.00,0%,25%,1.0
763,Bobby Green,http://www.fightmetric.com/fighter-details/887961364be5ceb3,23,6,0,"5' 10""",155 lbs.,Lightweight,"71""",Orthodox,"Sep 09, 1986",4.34,48%,2.84,68%,1.26,33%,81%,0.4
764,Matt Grice,http://www.fightmetric.com/fighter-details/bfc2fc38a0e20211,15,5,0,"5' 8""",145 lbs.,Featherweight,"70""",Orthodox,"Jul 29, 1981",4.09,53%,2.69,56%,2.19,37%,82%,0.5
765,Tyson Griffin,http://www.fightmetric.com/fighter-details/20205040232ed0f3,15,6,0,"5' 6""",145 lbs.,Featherweight,"68""",Orthodox,"Apr 20, 1984",3.71,41%,2.30,65%,1.87,46%,59%,0.9
766,Forrest Griffin,http://www.fightmetric.com/fighter-details/fcffee71cff5530e,19,7,0,"6' 3""",205 lbs.,Light Heavyweight,"77""",Orthodox,"Mar 16, 1979",4.38,36%,2.81,61%,1.05,48%,57%,0.7
767,Chad Griggs,http://www.fightmetric.com/fighter-details/fdf18227faa596dd,11,3,0,"6' 1""",205 lbs.,Light Heavyweight,"73""",Orthodox,"May 15, 1978",2.67,50%,2.22,46%,1.51,66%,41%,0.0
768,Chuck Grigsby,http://www.fightmetric.com/fighter-details/7fb4234670271505,19,8,0,"6' 6""",205 lbs.,Light Heavyweight,--,Orthodox,--,0.71,16%,3.29,46%,0.00,0%,66%,0.0
769,Rodrigo Gripp,http://www.fightmetric.com/fighter-details/dde70a112e053a6c,7,9,0,"5' 11""",205 lbs.,Light Heavyweight,--,Orthodox,--,0.48,23%,4.81,52%,0.00,0%,0%,9.6
770,Josh Grispi,http://www.fightmetric.com/fighter-details/60ba33c3f555a7a3,14,5,0,"5' 11""",145 lbs.,Featherweight,"74""",Orthodox,"Oct 14, 1988",1.44,41%,3.71,50%,1.97,36%,16%,2.2
771,Kendall Grove,http://www.fightmetric.com/fighter-details/234f3767ff0e5701,13,9,0,"6' 6""",185 lbs.,Middleweight,"79""",Orthodox,"Nov 12, 1982",2.14,44%,2.18,47%,0.61,62%,59%,2.1
772,Neil Grove,http://www.fightmetric.com/fighter-details/36a432f22144843e,11,5,1,"6' 6""",265 lbs.,Heavyweight,--,Orthodox,"Jan 18, 1971",0.00,0%,0.00,0%,0.00,0%,100%,14.3
773,Chris Gruetzemacher,http://www.fightmetric.com/fighter-details/feaf00f3373435d6,8,1,0,--,145 lbs.,Featherweight,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
774,Vik Grujic,http://www.fightmetric.com/fighter-details/1e7483dbff40b84b,7,5,0,"5' 11""",170 lbs.,Welterweight,"73""",Orthodox,"Feb 06, 1977",1.13,37%,3.78,36%,1.30,33%,0%,0.0
775,Nandor Guelmino,http://www.fightmetric.com/fighter-details/1abfb658cd4f8533,11,5,1,"6' 3""",230 lbs.,Heavyweight,"76""",,"Dec 20, 1975",3.62,56%,3.16,33%,0.00,0%,42%,0.0
776,Shannon Gugerty,http://www.fightmetric.com/fighter-details/9f1641c08cf8fbe2,14,6,0,"5' 10""",155 lbs.,Lightweight,"71""",Orthodox,"Dec 30, 1981",1.25,39%,1.88,58%,2.13,27%,50%,3.4
777,Clay Guida,http://www.fightmetric.com/fighter-details/c47df9303d318c67,31,12,0,"5' 7""",145 lbs.,Featherweight,"70""",Orthodox,"Dec 08, 1981",2.17,31%,2.39,65%,3.53,38%,69%,0.8
778,Melvin Guillard,http://www.fightmetric.com/fighter-details/ccd1299e0345e0ce,48,14,3,"5' 9""",155 lbs.,Lightweight,"68""",Orthodox,"Mar 30, 1983",3.06,39%,1.82,68%,1.44,66%,65%,0.2
779,Chris Guillen,http://www.fightmetric.com/fighter-details/da0f33e4255f99eb,13,12,0,"6' 0""",240 lbs.,Heavyweight,--,Orthodox,"Dec 09, 1972",0.82,27%,1.91,36%,0.00,0%,0%,0.0
780,Marcelo Guimaraes,http://www.fightmetric.com/fighter-details/0c9c0a43d3f3f49d,9,1,1,"6' 0""",185 lbs.,Middleweight,"73""",Orthodox,"Jun 25, 1983",4.82,51%,3.92,67%,1.92,13%,0%,0.0
781,Brad Gumm,http://www.fightmetric.com/fighter-details/4d74641fac830182,10,6,1,"5' 11""",170 lbs.,Welterweight,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
782,John Gunderson,http://www.fightmetric.com/fighter-details/a0c139b34f11421a,32,12,2,"5' 9""",155 lbs.,Lightweight,"69""",Orthodox,"Jan 05, 1979",1.04,27%,1.71,58%,1.67,33%,11%,2.0
783,Jorge Gurgel,http://www.fightmetric.com/fighter-details/04d5718ed2661e8c,14,9,0,"5' 7""",155 lbs.,Lightweight,"69""",Orthodox,"Jan 25, 1977",3.37,32%,3.62,62%,0.81,23%,60%,0.5
784,Fabio Gurgel,http://www.fightmetric.com/fighter-details/8377c5572cb356f3,3,2,0,"6' 0""",205 lbs.,Light Heavyweight,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
785,Andre Gusmao,http://www.fightmetric.com/fighter-details/cc300e9aa3063431,6,3,0,"6' 0""",205 lbs.,Light Heavyweight,--,Orthodox,"May 19, 1977",2.79,43%,3.28,60%,0.00,0%,60%,0.0
786,Alexander Gustafsson,http://www.fightmetric.com/fighter-details/3c6976f8182d9527,16,2,0,"6' 5""",205 lbs.,Light Heavyweight,"76""",Orthodox,"Jan 15, 1987",4.05,37%,3.13,48%,2.00,40%,86%,0.8
787,Mike Guymon,http://www.fightmetric.com/fighter-details/eaea0fc7b76525a8,12,5,1,"6' 0""",170 lbs.,Welterweight,"74""",Orthodox,"Sep 17, 1974",2.75,65%,0.79,66%,1.87,37%,54%,1.2
788,Keith Hackney,http://www.fightmetric.com/fighter-details/bf12aca029bfcc47,2,2,0,"5' 11""",200 lbs.,Light Heavyweight,--,Sideways,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
789,Steve Hadsel,http://www.fightmetric.com/fighter-details/99793cf88c5adeee,3,0,0,"5' 8""",170 lbs.,Welterweight,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
790,Tim Hague,http://www.fightmetric.com/fighter-details/219a254e15d60135,13,5,0,"6' 4""",260 lbs.,Heavyweight,"76""",Orthodox,"May 09, 1983",2.79,47%,4.14,46%,1.72,33%,85%,0.9
791,Stoney Hale,http://www.fightmetric.com/fighter-details/206a7d47eb62170e,4,2,0,"6' 0""",--,,--,,"Oct 18, 1979",0.00,0%,0.00,0%,0.00,0%,0%,0.0
792,Mark Hall,http://www.fightmetric.com/fighter-details/18524b46c570730b,5,6,0,"6' 0""",190 lbs.,Light Heavyweight,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
793,Uriah Hall,http://www.fightmetric.com/fighter-details/65578a75fa7900e3,10,4,0,"6' 0""",185 lbs.,Middleweight,"79""",Orthodox,"Jul 31, 1984",2.94,49%,2.38,59%,1.50,41%,64%,0.3
794,Dennis Hallman,http://www.fightmetric.com/fighter-details/8a8a84b743ae7699,67,14,2,"5' 9""",155 lbs.,Lightweight,"72""",Orthodox,"Dec 02, 1975",1.12,44%,1.96,43%,1.79,30%,25%,2.2
795,Piotr Hallmann,http://www.fightmetric.com/fighter-details/a3be148af5c7b088,15,3,0,"5' 9""",155 lbs.,Lightweight,"71""",Orthodox,"Aug 25, 1987",4.21,44%,3.19,58%,2.63,40%,62%,0.6
796,Tony Halme,http://www.fightmetric.com/fighter-details/bad28b7b34f334de,0,4,0,"6' 3""",300 lbs.,Super Heavyweight,--,Orthodox,"Jan 06, 1963",0.00,0%,0.00,0%,0.00,0%,0%,0.0
797,John Halverson,http://www.fightmetric.com/fighter-details/88c8f47241d90040,16,7,0,"5' 9""",155 lbs.,Lightweight,--,Southpaw,"Sep 08, 1972",2.94,43%,5.29,47%,0.00,0%,66%,2.0
798,Seohee Ham,http://www.fightmetric.com/fighter-details/165c244bcca3ed26,15,6,0,"5' 2""",115 lbs.,Flyweight,"62""",Southpaw,"Mar 08, 1987",3.87,52%,7.27,51%,0.00,0%,50%,0.0
799,Frank Hamaker,http://www.fightmetric.com/fighter-details/c3c23c99477c041b,1,0,0,--,--,,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
800,Kazuhiro Hamanaka,http://www.fightmetric.com/fighter-details/1b4d6971bb18b82c,5,7,1,"6' 0""",185 lbs.,Middleweight,--,Southpaw,"Oct 24, 1978",1.70,37%,0.91,60%,0.00,0%,50%,0.0
801,Matt Hamill,http://www.fightmetric.com/fighter-details/98b80a717b9bda17,12,5,0,"6' 1""",205 lbs.,Light Heavyweight,"76""",Orthodox,"Oct 05, 1976",3.69,42%,3.80,61%,3.00,34%,91%,0.0
802,Jeremy Hamilton,http://www.fightmetric.com/fighter-details/7ada6ea792a34424,8,1,0,--,185 lbs.,Middleweight,--,,"Nov 14, 1984",0.00,0%,0.00,0%,0.00,0%,0%,0.0
803,Anthony Hamilton,http://www.fightmetric.com/fighter-details/c727c7d31c50c4cf,13,4,0,"6' 5""",260 lbs.,Heavyweight,"76""",Orthodox,"Apr 14, 1980",5.60,80%,2.31,58%,6.18,71%,85%,0.0
804,Jared Hamman,http://www.fightmetric.com/fighter-details/23459ee7e373b98f,13,6,0,"6' 3""",185 lbs.,Middleweight,"75""",Orthodox,"Mar 07, 1982",5.15,42%,3.93,55%,1.57,46%,30%,0.0
805,James Hammortree,http://www.fightmetric.com/fighter-details/1f77fce698e80488,6,2,0,"6' 3""",185 lbs.,Middleweight,--,Orthodox,"Nov 29, 1983",1.93,30%,4.13,44%,2.00,50%,100%,1.0
806,Joachim Hansen,http://www.fightmetric.com/fighter-details/86e388ed20761ad9,22,11,1,"5' 7""",150 lbs.,Lightweight,--,Southpaw,"May 26, 1979",2.01,43%,2.04,58%,2.21,58%,34%,1.9
807,Antoni Hardonk,http://www.fightmetric.com/fighter-details/69b69c0178c4004d,8,6,0,"6' 4""",245 lbs.,Heavyweight,"78""",Orthodox,"Feb 05, 1976",3.40,61%,3.07,46%,0.00,0%,40%,0.9
808,Dan Hardy,http://www.fightmetric.com/fighter-details/473ce3aa581251a2,25,10,0,"6' 0""",170 lbs.,Welterweight,"74""",Orthodox,"May 17, 1982",2.46,35%,3.44,51%,0.73,35%,35%,0.4
809,Baru Harn,http://www.fightmetric.com/fighter-details/848809f3986b4977,1,2,0,--,265 lbs.,Heavyweight,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
810,Scott Harper,http://www.fightmetric.com/fighter-details/14a433bccba87016,12,7,0,"6' 0""",185 lbs.,Middleweight,--,Orthodox,"Apr 14, 1972",1.30,54%,4.98,47%,3.25,100%,0%,0.0
811,Phil Harris,http://www.fightmetric.com/fighter-details/ba043b03eb799063,22,12,0,"5' 4""",125 lbs.,Flyweight,"64""",Orthodox,"Sep 04, 1983",2.34,26%,3.16,68%,1.76,21%,60%,0.0
812,Gerry Harris,http://www.fightmetric.com/fighter-details/30cd319d39ee689b,1,4,0,"6' 8""",270 lbs.,Super Heavyweight,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
813,Gerald Harris,http://www.fightmetric.com/fighter-details/c4b81cdecd5d6abe,19,4,0,"5' 11""",185 lbs.,Middleweight,"77""",Southpaw,"Nov 19, 1979",1.41,29%,1.58,62%,2.96,54%,72%,0.0
